25,0.5
29,0.55
31,0.575
38,0.65
42,0.7
46,0.75
51,0.8
57,0.85
62,0.9
65,0.925
68,0.95
74,1
100,1.04
117,1.05
127,1.075
138,1.1
150,1.125
180,1.15
226,1.17
231,1.18
250,1.2
321,1.215
365,1.225
424,1.23
474,1.24
500,1.25
573,1.255
698,1.26
784,1.265
870,1.27
1000,1.275
1104,1.278
1263,1.286
1369,1.289
1500,1.3
1600,1.3
1700,1.3
